section,category,metric,value,notes
MODEL_PERFORMANCE,Envt_1_SUB,Second_Coder_F1_ALL,0.2143,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Envt_1_SUB,Second_Coder_F1_EN,0.4286,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Envt_1_SUB,Second_Coder_F1_FR,0.0000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Envt_1_SUB,Consensus_F1_ALL,0.2143,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Envt_1_SUB,Consensus_F1_EN,0.4286,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Envt_1_SUB,Consensus_F1_FR,0.0000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Envt_2_SUB,Primary_Coder_F1_ALL,0.7609,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Envt_2_SUB,Primary_Coder_F1_EN,0.7619,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Envt_2_SUB,Primary_Coder_F1_FR,0.7600,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Envt_2_SUB,Second_Coder_F1_ALL,0.2667,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Envt_2_SUB,Second_Coder_F1_EN,0.2857,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Envt_2_SUB,Second_Coder_F1_FR,0.2500,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Envt_2_SUB,Consensus_F1_ALL,0.2069,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Envt_2_SUB,Consensus_F1_EN,0.1538,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Envt_2_SUB,Consensus_F1_FR,0.2500,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Envt_Detection,Primary_Coder_F1_ALL,0.7591,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Envt_Detection,Primary_Coder_F1_EN,0.7500,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Envt_Detection,Primary_Coder_F1_FR,0.7671,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Envt_Detection,Second_Coder_F1_ALL,0.0000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Envt_Detection,Second_Coder_F1_EN,0.0000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Envt_Detection,Second_Coder_F1_FR,0.0000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Envt_Detection,Consensus_F1_ALL,0.0000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Envt_Detection,Consensus_F1_EN,0.0000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Envt_Detection,Consensus_F1_FR,0.0000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Event_1_SUB,Primary_Coder_F1_ALL,0.8103,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Event_1_SUB,Primary_Coder_F1_EN,0.8125,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Event_1_SUB,Primary_Coder_F1_FR,0.8077,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Event_1_SUB,Second_Coder_F1_ALL,0.6809,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Event_1_SUB,Second_Coder_F1_EN,0.6667,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Event_1_SUB,Second_Coder_F1_FR,0.7143,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Event_1_SUB,Consensus_F1_ALL,0.6667,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Event_1_SUB,Consensus_F1_EN,0.6452,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Event_1_SUB,Consensus_F1_FR,0.7143,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Event_2_SUB,Primary_Coder_F1_ALL,0.8125,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Event_2_SUB,Primary_Coder_F1_EN,0.7671,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Event_2_SUB,Primary_Coder_F1_FR,0.8403,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Event_2_SUB,Second_Coder_F1_ALL,0.5926,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Event_2_SUB,Second_Coder_F1_EN,0.6957,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Event_2_SUB,Second_Coder_F1_FR,0.4571,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Event_2_SUB,Consensus_F1_ALL,0.5897,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Event_2_SUB,Consensus_F1_EN,0.7273,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Event_2_SUB,Consensus_F1_FR,0.4118,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Event_3_SUB,Primary_Coder_F1_ALL,0.9362,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Event_3_SUB,Primary_Coder_F1_EN,0.9153,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Event_3_SUB,Primary_Coder_F1_FR,0.9457,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Event_3_SUB,Second_Coder_F1_ALL,0.8642,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Event_3_SUB,Second_Coder_F1_EN,0.8462,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Event_3_SUB,Second_Coder_F1_FR,0.8727,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Event_3_SUB,Consensus_F1_ALL,0.8718,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Event_3_SUB,Consensus_F1_EN,0.8696,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Event_3_SUB,Consensus_F1_FR,0.8727,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Event_4_SUB,Primary_Coder_F1_ALL,0.8276,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Event_4_SUB,Primary_Coder_F1_EN,0.8444,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Event_4_SUB,Primary_Coder_F1_FR,0.8095,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Event_4_SUB,Second_Coder_F1_ALL,0.8000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Event_4_SUB,Second_Coder_F1_EN,0.7826,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Event_4_SUB,Second_Coder_F1_FR,0.8182,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Event_4_SUB,Consensus_F1_ALL,0.8182,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Event_4_SUB,Consensus_F1_EN,0.8182,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Event_4_SUB,Consensus_F1_FR,0.8182,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Event_5_SUB,Primary_Coder_F1_ALL,0.7183,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Event_5_SUB,Primary_Coder_F1_EN,0.7123,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Event_5_SUB,Primary_Coder_F1_FR,0.7246,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Event_5_SUB,Second_Coder_F1_ALL,0.6494,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Event_5_SUB,Second_Coder_F1_EN,0.4706,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Event_5_SUB,Second_Coder_F1_FR,0.7907,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Event_5_SUB,Consensus_F1_ALL,0.5672,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Event_5_SUB,Consensus_F1_EN,0.3871,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Event_5_SUB,Consensus_F1_FR,0.7222,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Event_6_SUB,Primary_Coder_F1_ALL,0.6452,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Event_6_SUB,Primary_Coder_F1_EN,0.3077,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Event_6_SUB,Primary_Coder_F1_FR,0.8889,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Event_6_SUB,Second_Coder_F1_ALL,0.4286,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Event_6_SUB,Second_Coder_F1_EN,0.0000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Event_6_SUB,Second_Coder_F1_FR,0.6667,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Event_6_SUB,Consensus_F1_ALL,0.4444,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Event_6_SUB,Consensus_F1_EN,0.0000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Event_6_SUB,Consensus_F1_FR,0.6667,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Event_7_SUB,Primary_Coder_F1_ALL,0.7797,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Event_7_SUB,Primary_Coder_F1_EN,0.8276,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Event_7_SUB,Primary_Coder_F1_FR,0.7333,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Event_7_SUB,Second_Coder_F1_ALL,0.6897,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Event_7_SUB,Second_Coder_F1_EN,0.7778,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Event_7_SUB,Second_Coder_F1_FR,0.5455,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Event_7_SUB,Consensus_F1_ALL,0.7692,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Event_7_SUB,Consensus_F1_EN,0.8750,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Event_7_SUB,Consensus_F1_FR,0.6000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Event_8_SUB,Primary_Coder_F1_ALL,0.8955,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Event_8_SUB,Primary_Coder_F1_EN,0.9677,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Event_8_SUB,Primary_Coder_F1_FR,0.8333,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Event_8_SUB,Second_Coder_F1_ALL,0.7586,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Event_8_SUB,Second_Coder_F1_EN,0.9000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Event_8_SUB,Second_Coder_F1_FR,0.4444,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Event_8_SUB,Consensus_F1_ALL,0.8462,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Event_8_SUB,Consensus_F1_EN,0.9474,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Event_8_SUB,Consensus_F1_FR,0.5714,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Event_Detection,Primary_Coder_F1_ALL,0.8792,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Event_Detection,Primary_Coder_F1_EN,0.8549,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Event_Detection,Primary_Coder_F1_FR,0.9005,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Event_Detection,Second_Coder_F1_ALL,0.0000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Event_Detection,Second_Coder_F1_EN,0.0000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Event_Detection,Second_Coder_F1_FR,0.0000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Event_Detection,Consensus_F1_ALL,0.0000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Event_Detection,Consensus_F1_EN,0.0000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Event_Detection,Consensus_F1_FR,0.0000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Just_1_SUB,Primary_Coder_F1_ALL,0.5806,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Just_1_SUB,Primary_Coder_F1_EN,0.4571,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Just_1_SUB,Primary_Coder_F1_FR,0.6552,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Just_1_SUB,Second_Coder_F1_ALL,0.0667,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Just_1_SUB,Second_Coder_F1_EN,0.1429,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Just_1_SUB,Second_Coder_F1_FR,0.0000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Just_1_SUB,Consensus_F1_ALL,0.0690,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Just_1_SUB,Consensus_F1_EN,0.1429,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Just_1_SUB,Consensus_F1_FR,0.0000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Just_2_SUB,Primary_Coder_F1_ALL,0.8077,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Just_2_SUB,Primary_Coder_F1_EN,0.8500,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Just_2_SUB,Primary_Coder_F1_FR,0.7812,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Just_2_SUB,Second_Coder_F1_ALL,0.3889,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Just_2_SUB,Second_Coder_F1_EN,0.2500,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Just_2_SUB,Second_Coder_F1_FR,0.5000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Just_2_SUB,Consensus_F1_ALL,0.3889,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Just_2_SUB,Consensus_F1_EN,0.2500,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Just_2_SUB,Consensus_F1_FR,0.5000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Just_3_SUB,Primary_Coder_F1_ALL,0.7654,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Just_3_SUB,Primary_Coder_F1_EN,0.6667,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Just_3_SUB,Primary_Coder_F1_FR,0.8444,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Just_3_SUB,Second_Coder_F1_ALL,0.5806,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Just_3_SUB,Second_Coder_F1_EN,0.5714,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Just_3_SUB,Second_Coder_F1_FR,0.5882,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Just_3_SUB,Consensus_F1_ALL,0.6000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Just_3_SUB,Consensus_F1_EN,0.5714,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Just_3_SUB,Consensus_F1_FR,0.6250,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Just_4_SUB,Primary_Coder_F1_ALL,0.5942,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Just_4_SUB,Primary_Coder_F1_EN,0.5333,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Just_4_SUB,Primary_Coder_F1_FR,0.7083,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Just_4_SUB,Second_Coder_F1_ALL,0.0000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Just_4_SUB,Second_Coder_F1_EN,0.0000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Just_4_SUB,Second_Coder_F1_FR,0.0000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Just_4_SUB,Consensus_F1_ALL,0.0000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Just_4_SUB,Consensus_F1_EN,0.0000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Just_4_SUB,Consensus_F1_FR,0.0000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Just_5_SUB,Primary_Coder_F1_ALL,0.9062,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Just_5_SUB,Primary_Coder_F1_EN,0.8696,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Just_5_SUB,Primary_Coder_F1_FR,0.9268,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Just_5_SUB,Second_Coder_F1_ALL,0.7333,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Just_5_SUB,Second_Coder_F1_EN,0.4444,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Just_5_SUB,Second_Coder_F1_FR,0.8571,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Just_5_SUB,Consensus_F1_ALL,0.6429,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Just_5_SUB,Consensus_F1_EN,0.4444,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Just_5_SUB,Consensus_F1_FR,0.7368,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Just_Detection,Primary_Coder_F1_ALL,0.7575,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Just_Detection,Primary_Coder_F1_EN,0.7133,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Just_Detection,Primary_Coder_F1_FR,0.7975,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Just_Detection,Second_Coder_F1_ALL,0.0000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Just_Detection,Second_Coder_F1_EN,0.0000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Just_Detection,Second_Coder_F1_FR,0.0000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Just_Detection,Consensus_F1_ALL,0.0000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Just_Detection,Consensus_F1_EN,0.0000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Just_Detection,Consensus_F1_FR,0.0000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Location_Detection,Primary_Coder_F1_ALL,0.9814,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Location_Detection,Primary_Coder_F1_EN,0.9850,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Location_Detection,Primary_Coder_F1_FR,0.9780,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Location_Detection,Second_Coder_F1_ALL,0.0000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Location_Detection,Second_Coder_F1_EN,0.0000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Location_Detection,Second_Coder_F1_FR,0.0000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Location_Detection,Consensus_F1_ALL,0.0000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Location_Detection,Consensus_F1_EN,0.0000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Location_Detection,Consensus_F1_FR,0.0000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Messenger_1_SUB,Primary_Coder_F1_ALL,0.8276,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Messenger_1_SUB,Primary_Coder_F1_EN,0.7442,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Messenger_1_SUB,Primary_Coder_F1_FR,0.9091,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Messenger_1_SUB,Second_Coder_F1_ALL,0.7347,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Messenger_1_SUB,Second_Coder_F1_EN,0.6667,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Messenger_1_SUB,Second_Coder_F1_FR,0.8421,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Messenger_1_SUB,Consensus_F1_ALL,0.7826,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Messenger_1_SUB,Consensus_F1_EN,0.7407,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Messenger_1_SUB,Consensus_F1_FR,0.8421,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Messenger_2_SUB,Primary_Coder_F1_ALL,0.7719,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Messenger_2_SUB,Primary_Coder_F1_EN,0.7200,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Messenger_2_SUB,Primary_Coder_F1_FR,0.8125,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Messenger_2_SUB,Second_Coder_F1_ALL,0.6441,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Messenger_2_SUB,Second_Coder_F1_EN,0.5714,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Messenger_2_SUB,Second_Coder_F1_FR,0.7097,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Messenger_2_SUB,Consensus_F1_ALL,0.6538,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Messenger_2_SUB,Consensus_F1_EN,0.6957,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Messenger_2_SUB,Consensus_F1_FR,0.6207,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Messenger_3_SUB,Primary_Coder_F1_ALL,0.5926,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Messenger_3_SUB,Primary_Coder_F1_EN,0.4706,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Messenger_3_SUB,Primary_Coder_F1_FR,0.6486,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Messenger_3_SUB,Second_Coder_F1_ALL,0.0952,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Messenger_3_SUB,Second_Coder_F1_EN,0.0000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Messenger_3_SUB,Second_Coder_F1_FR,0.1818,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Messenger_3_SUB,Consensus_F1_ALL,0.1250,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Messenger_3_SUB,Consensus_F1_EN,0.0000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Messenger_3_SUB,Consensus_F1_FR,0.2000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Messenger_4_SUB,Primary_Coder_F1_ALL,0.8364,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Messenger_4_SUB,Primary_Coder_F1_EN,0.7273,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Messenger_4_SUB,Primary_Coder_F1_FR,0.8636,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Messenger_4_SUB,Second_Coder_F1_ALL,0.5926,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Messenger_4_SUB,Second_Coder_F1_EN,0.0000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Messenger_4_SUB,Second_Coder_F1_FR,0.6400,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Messenger_4_SUB,Consensus_F1_ALL,0.5833,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Messenger_4_SUB,Consensus_F1_EN,0.0000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Messenger_4_SUB,Consensus_F1_FR,0.6087,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Messenger_5_SUB,Primary_Coder_F1_ALL,0.7073,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Messenger_5_SUB,Primary_Coder_F1_EN,0.7308,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Messenger_5_SUB,Primary_Coder_F1_FR,0.6667,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Messenger_5_SUB,Second_Coder_F1_ALL,0.6000,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Messenger_5_SUB,Second_Coder_F1_EN,0.5600,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Messenger_5_SUB,Second_Coder_F1_FR,0.6667,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Messenger_5_SUB,Consensus_F1_ALL,0.5294,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Messenger_5_SUB,Consensus_F1_EN,0.5000,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Messenger_5_SUB,Consensus_F1_FR,0.5714,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Messenger_6_SUB,Primary_Coder_F1_ALL,0.8438,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Messenger_6_SUB,Primary_Coder_F1_EN,0.8636,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Messenger_6_SUB,Primary_Coder_F1_FR,0.8269,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Messenger_6_SUB,Second_Coder_F1_ALL,0.5870,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Messenger_6_SUB,Second_Coder_F1_EN,0.4681,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Messenger_6_SUB,Second_Coder_F1_FR,0.7111,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Messenger_6_SUB,Consensus_F1_ALL,0.6933,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Messenger_6_SUB,Consensus_F1_EN,0.6111,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Messenger_6_SUB,Consensus_F1_FR,0.7692,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Messenger_7_SUB,Primary_Coder_F1_ALL,0.8966,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Messenger_7_SUB,Primary_Coder_F1_EN,0.8824,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Messenger_7_SUB,Primary_Coder_F1_FR,0.9057,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Messenger_7_SUB,Second_Coder_F1_ALL,0.6154,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Messenger_7_SUB,Second_Coder_F1_EN,0.6250,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Messenger_7_SUB,Second_Coder_F1_FR,0.6087,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Messenger_7_SUB,Consensus_F1_ALL,0.7586,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Messenger_7_SUB,Consensus_F1_EN,0.7273,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Messenger_7_SUB,Consensus_F1_FR,0.7778,Model F1 vs Consensus gold standard
MODEL_PERFORMANCE,Messenger_8_SUB,Primary_Coder_F1_ALL,0.8525,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Messenger_8_SUB,Primary_Coder_F1_EN,0.8814,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Messenger_8_SUB,Primary_Coder_F1_FR,0.8254,Model F1 vs Primary_Coder gold standard
MODEL_PERFORMANCE,Messenger_8_SUB,Second_Coder_F1_ALL,0.5946,Model F1 vs Second_Coder gold standard
MODEL_PERFORMANCE,Messenger_8_SUB,Second_Coder_F1_EN,0.6842,Model F1 vs Second_Coder gold standard
